Harmonic degree;Fourier_coeff real part + Fourier_coeff imaginary part
0;1.000000+0.000000
4;0.988564+0.000869;-0.000000-0.000000;0.000000+0.000000;-0.000000-0.000000;1.654184+0.001454;-0.000000+0.000000;-0.000000+0.000000;-0.000000-0.000000;0.988564+0.000869;-0.013947-0.000638;-0.000000-0.000000;0.000000-0.000000;-0.000000+0.000000;-0.023338-0.001067;0.000000-0.000000;0.000000-0.000000;0.000000+0.000000;-0.013947-0.000638;-0.733681-0.000357;-0.000000-0.000000;0.000000+0.000000;-0.000000+0.000000;-1.227683-0.000598;0.000000+0.000000;-0.000000+0.000000;-0.000000-0.000000;-0.733681-0.000357;0.023347-0.001428;-0.000000+0.000000;-0.000000+0.000000;0.000000-0.000000;0.039067-0.002390;-0.000000+0.000000;0.000000+0.000000;0.000000-0.000000;0.023347-0.001428;0.715299-0.000000;0.000000+0.000000;0.000000-0.000000;-0.000000-0.000000;1.196924-0.000000;-0.000000+0.000000;0.000000+0.000000;0.000000-0.000000;0.715299+0.000000;0.023347+0.001428;0.000000+0.000000;0.000000-0.000000;-0.000000-0.000000;0.039067+0.002390;0.000000+0.000000;-0.000000-0.000000;-0.000000-0.000000;0.023347+0.001428;-0.733681+0.000357;-0.000000+0.000000;-0.000000-0.000000;0.000000-0.000000;-1.227683+0.000598;-0.000000-0.000000;0.000000-0.000000;-0.000000+0.000000;-0.733681+0.000357;-0.013947+0.000638;0.000000-0.000000;0.000000+0.000000;0.000000+0.000000;-0.023338+0.001067;-0.000000-0.000000;0.000000+0.000000;-0.000000+0.000000;-0.013947+0.000638;0.988564-0.000869;-0.000000+0.000000;-0.000000-0.000000;-0.000000-0.000000;1.654184-0.001454;-0.000000+0.000000;0.000000-0.000000;-0.000000+0.000000;0.988564-0.000869
6;0.000000+0.000000;-0.000000+0.000000;-0.488450-0.000744;0.000000+0.000000;0.000000+0.000000;-0.000000-0.000000;0.261087+0.000398;0.000000-0.000000;-0.000000-0.000000;-0.000000+0.000000;-0.488450-0.000744;-0.000000+0.000000;-0.000000-0.000000;-0.000000+0.000000;0.000000-0.000000;0.024585-0.001194;-0.000000+0.000000;0.000000-0.000000;-0.000000-0.000000;-0.013141+0.000638;0.000000-0.000000;-0.000000-0.000000;0.000000-0.000000;0.024585-0.001194;-0.000000+0.000000;-0.000000-0.000000;-0.000000+0.000000;-0.000000-0.000000;0.382844-0.000249;-0.000000+0.000000;0.000000+0.000000;0.000000-0.000000;-0.204639+0.000133;-0.000000-0.000000;-0.000000+0.000000;-0.000000-0.000000;0.382844-0.000249;0.000000-0.000000;0.000000+0.000000;-0.000000+0.000000;0.000000+0.000000;-0.010960-0.001585;-0.000000-0.000000;-0.000000+0.000000;0.000000+0.000000;0.005858+0.000847;-0.000000+0.000000;-0.000000+0.000000;0.000000+0.000000;-0.010960-0.001585;-0.000000+0.000000;-0.000000-0.000000;-0.000000+0.000000;0.000000-0.000000;-0.328493-0.000789;-0.000000+0.000000;-0.000000+0.000000;-0.000000-0.000000;0.175587+0.000422;0.000000+0.000000;0.000000+0.000000;-0.000000+0.000000;-0.328493-0.000789;0.000000-0.000000;0.000000+0.000000;-0.000000+0.000000;-0.000000-0.000000;0.004722+0.001203;0.000000+0.000000;0.000000-0.000000;0.000000-0.000000;-0.002524-0.000643;-0.000000+0.000000;-0.000000-0.000000;-0.000000-0.000000;0.004722+0.001203;-0.000000+0.000000;-0.000000-0.000000;0.000000-0.000000;-0.000000+0.000000;0.305762-0.000000;0.000000-0.000000;0.000000+0.000000;-0.000000+0.000000;-0.163437-0.000000;-0.000000-0.000000;0.000000-0.000000;0.000000+0.000000;0.305762+0.000000;-0.000000-0.000000;0.000000+0.000000;-0.000000+0.000000;-0.000000-0.000000;0.004722-0.001203;-0.000000+0.000000;-0.000000+0.000000;-0.000000-0.000000;-0.002524+0.000643;0.000000+0.000000;0.000000+0.000000;0.000000-0.000000;0.004722-0.001203;-0.000000+0.000000;-0.000000-0.000000;0.000000-0.000000;0.000000+0.000000;-0.328493+0.000789;-0.000000-0.000000;0.000000-0.000000;0.000000-0.000000;0.175587-0.000422;-0.000000+0.000000;-0.000000-0.000000;-0.000000-0.000000;-0.328493+0.000789;0.000000+0.000000;-0.000000-0.000000;-0.000000+0.000000;-0.000000-0.000000;-0.010960+0.001585;0.000000-0.000000;-0.000000-0.000000;-0.000000-0.000000;0.005858-0.000847;0.000000-0.000000;-0.000000-0.000000;-0.000000+0.000000;-0.010960+0.001585;0.000000-0.000000;-0.000000-0.000000;0.000000-0.000000;0.000000+0.000000;0.382844+0.000249;-0.000000+0.000000;-0.000000-0.000000;-0.000000+0.000000;-0.204639-0.000133;0.000000+0.000000;0.000000-0.000000;-0.000000-0.000000;0.382844+0.000249;-0.000000+0.000000;-0.000000-0.000000;-0.000000+0.000000;-0.000000-0.000000;0.024585+0.001194;0.000000+0.000000;-0.000000+0.000000;0.000000+0.000000;-0.013141-0.000638;-0.000000+0.000000;0.000000+0.000000;-0.000000-0.000000;0.024585+0.001194;0.000000+0.000000;-0.000000-0.000000;-0.000000+0.000000;-0.000000-0.000000;-0.488450+0.000744;-0.000000-0.000000;-0.000000+0.000000;0.000000+0.000000;0.261087-0.000398;-0.000000+0.000000;0.000000-0.000000;0.000000-0.000000;-0.488450+0.000744;-0.000000-0.000000;0.000000-0.000000
