-3.125878407453447916e-01 -3.125878407453447916e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.664051927512937512e-01 -2.832025963756468756e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.125878407453448471e-01 3.125878407453448471e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.664051927512937512e-01 2.832025963756468756e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 7.698886024449521637e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.528097003904115181e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.618857679410248274e-01
-3.125878407453447916e-01 -3.125878407453447916e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.125878407453447916e-01 -3.125878407453447916e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.870710847497765728e-02 -1.206547193414986285e-01 0.000000000000000000e+00 -4.313750553442232127e-01 0.000000000000000000e+00
-7.174051561693362000e-02 -1.553434781551537303e-01 6.964715558318469446e-01 0.000000000000000000e+00 0.000000000000000000e+00
-4.540387979563496879e-02 -9.831538773506685869e-02 0.000000000000000000e+00 4.407901243827119231e-01 0.000000000000000000e+00
-5.974308057254021365e-02 -1.293648066511996764e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.799980097539610968e-01
-1.245679667854780043e-02 -1.996170414214386846e-01 -7.140480984463090097e-01 0.000000000000000000e+00 0.000000000000000000e+00
-7.702514162901009237e-03 -1.234308569355469787e-01 0.000000000000000000e+00 -4.415232690396945769e-01 0.000000000000000000e+00
-1.022745292633702417e-02 -1.638923671242291658e-01 0.000000000000000000e+00 0.000000000000000000e+00 -5.862577276047714614e-01
4.298316009501822188e-02 -3.756591212805086011e-01 6.168151537580213173e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.789742450886224495e-02 -2.858455647200337513e-01 -6.889096026072303314e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.996026272623414755e-02 -2.285346881395485807e-01 7.208867745204254884e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.107913406389319955e-02 -1.879094820573250224e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.927391658783672801e-01
1.755309256632969217e-01 -6.550903328750200538e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.755309256632969217e-01 -6.550903328750200538e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
