179.0516;131.7663;179.0747
0.089464;138.3022;180.6503
269.1707;90.4264;131.7219
179.8983;41.7632;179.2304
359.9801;138.2656;270.7102
89.5103;89.4321;228.2598
358.9379;48.2476;270.5454
359.0146;48.2654;180.4157
269.3688;90.8272;131.7406
179.1527;131.6801;179.0131
179.3108;131.7119;89.6187
269.4269;90.6016;221.7362
358.6933;48.2152;90.8594
359.5869;138.233;180.383
89.1006;89.4926;318.2074
358.8664;48.1931;180.3851
179.2048;41.8197;89.669
89.3267;89.7107;228.2198
0.27934;138.2746;90.9719
0.19029;138.2402;0.97223
89.4097;89.3374;138.2644
180.1111;41.7655;359.2726
0.65185;138.2186;91.3686
269.3044;90.2394;41.7188
180.4516;41.7493;88.8767
179.8617;41.7444;359.352
269.5441;90.4659;131.6998
179.1557;131.6994;359.6771
179.0443;131.7358;269.4485
89.4543;89.5217;48.2842
359.5433;138.2028;90.4645
178.7818;131.7231;359.0894
269.4186;90.722;131.7496
0.3624;138.2474;181.052
0.27564;138.2851;90.966
89.3603;89.5791;48.2288
0.38952;138.1992;271.225
178.8112;131.7075;178.8114
89.1441;89.7286;138.2365
180.4229;41.7798;178.958
180.0115;41.7354;89.122
269.3886;90.5964;41.793
358.9082;48.2556;270.8255
359.0638;48.282;180.7946
89.2885;89.4654;138.2321
0.35633;138.2488;181.0548
359.004;48.2537;270.7979
89.4869;89.5876;48.2662
358.9288;48.2529;90.4726
179.8462;41.7798;359.2421
269.398;90.2879;311.6721
358.7425;48.244;180.5969
358.8055;48.2425;90.7636
269.2299;90.3346;221.7503
178.8641;131.7351;89.5522
179.0456;131.7467;359.2836
89.2896;89.8695;138.2805
359.9101;138.2914;180.5671
359.0107;48.2684;270.7737
89.5493;89.4007;228.297
358.8781;48.2576;90.5089
0.12036;138.2407;180.9146
89.2736;89.7304;318.2826
359.223;48.3141;180.7179
179.5452;41.7478;89.7111
269.3827;90.4214;221.6896
359.0828;48.2886;270.6945
178.9065;131.7346;359.535
89.2447;89.6828;138.3232
0.0046834;138.2823;180.6503
358.7851;48.2368;270.5835
89.4739;89.4543;228.2788
358.6843;48.2303;90.6863
359.4896;138.2079;180.5252
269.3764;90.3664;311.6926
0.94842;48.2337;359.0747
179.9105;41.6978;0.65029
270.8293;89.5736;311.7219
0.10173;138.2368;359.2304
180.0199;41.7344;90.7102
90.4897;90.5679;48.2598
181.0621;131.7524;90.5454
180.9854;131.7346;0.41572
270.6312;89.1728;311.7406
0.84727;48.3199;359.0131
0.68917;48.2881;269.6187
270.5731;89.3984;41.7362
181.3067;131.7848;270.8594
180.4131;41.767;0.38297
90.8994;90.5074;138.2074
181.1336;131.8069;0.38506
0.79519;138.1803;269.669
90.6733;90.2893;48.2198
179.7207;41.7254;270.9719
179.8097;41.7598;180.9722
90.5903;90.6626;318.2644
359.8889;138.2345;179.2726
179.3481;41.7814;271.3686
270.6956;89.7606;221.7188
359.5484;138.2507;268.8767
0.13829;138.2556;179.352
